Added,Audience Rating,Country,Title,Tagline,Writers,Year,Duration,View Count,Summary,Directors,Studio,Sort title,Release Date,Roles,Labels,Rating,Original Title,Genre,Content Rating
2021-00-23 23:33:36,"9.1","United States of America","The Nightmare Before Christmas","This is Halloween, everybody make a scene!","Tim Burton","1993",1:17:40,"1","Jack Skellington, the pumpkin king of Halloween Town, is bored with doing the same thing every year for Halloween. One day he stumbles into Christmas Town, and is so taken with the idea of Christmas that he tries to get the resident bats, ghouls, and goblins of Halloween Town to help him put on Christmas instead of Halloween -- but alas, they can t get it quite right.","Henry Selick","Tim Burton Productions","Nightmare Before Christmas","1993-10-29","Chris Sarandon-Danny Elfman-Catherine O Hara-Ken Page-William Hickey-Glenn Shadix-Edward Ivory-Paul Reubens-Kerry Katz-Carmen Twillie-Randy Crenshaw-Debi Durst-Glenn Walters-Sherwood Ball-Greg Proops-Tim Burton-Susan McBride-Mia Brown-L. Peter Callender-Ann Fraser-Jennifer Levey-Jesse McClurg-John Morris-Robert Olague-Bobbi Page-Elena Praskin-Trampas Warman-Judi M. Durand-Doris Hess-Daamen J. Krall-Christina MacGregor-David McCharen-Gary Raff-David J. Randolph-Gary Schwartz",N/A,"9.5","N/A","Fantasy-Animation-Family-Musical","PG"
2021-00-23 19:59:17,"7.6","United States of America","One Hundred and One Dalmatians","The Canine Caper of the Century","Bill Peet-Dodie Smith","1961",1:19:16,"N/A","Pongo and Perdita have a litter of 15 puppies. Cruella De Vil takes a fancy to the pups, and wants to get hold of them, as well as more pups, to make herself a lovely dalmatian skin coat... Cruella hires some thugs to kidnap the pups and hold them at her mansion. Will Pongo and Perdita find them in time ?","Hamilton Luske-Wolfgang Reitherman-Clyde Geronimi","Walt Disney Productions","N/A","1961-01-25","Rod Taylor-J. Pat O Malley-Betty Lou Gerson-Martha Wentworth-Ben Wright-Cate Bauer-David Frankham-Frederick Worlock-Lisa Davis-Tom Conway-Tudor Owen-George Pelling-Ramsay Hill-Sylvia Marriott-Queenie Leonard-Marjorie Bennett-Mickey Maga-Barbara Beaird-Mimi Gibson-Sandra Abbott-Thurl Ravenscroft-Bill Lee-Max Smith-Bob Stevens-Paul Wexler-Mary Wickes-Barbara Luddy-Lisa Daniels-Helene Stanley-Don Barclay-Dal McKennon-Jeanne Bruns",N/A,"9.8","N/A","Family-Adventure-Animation-Comedy","G"
2021-00-23 20:02:52,"9.5","United States of America","Onward","Their quest begineth.","Kelsey Mann-Dan Scanlon-Keith Bunin-Jason Headley","2020",1:42:22,"N/A","Two elven brothers embark on a quest to bring their father back for one day.","Dan Scanlon","Walt Disney Pictures","N/A","2020-03-06","Tom Holland-Chris Pratt-Julia Louis-Dreyfus-Octavia Spencer-Mel Rodriguez-Kyle Bornheimer-Lena Waithe-Ali Wong-Grey DeLisle-Tracey Ullman-Wilmer Valderrama-John Ratzenberger-George Psarras",N/A,"8.8","N/A","Animation-Comedy-Family-Fantasy-Adventure","ch/6"
2021-00-23 20:03:18,"6.3","United States of America","Penguins of Madagascar","The Movie Event That Will Blow Their Cover","Michael Colton-John Aboud-Alan J. Schoolcraft-Brent Simons-Brandon Sawyer","2014",1:32:20,"N/A","Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.","Eric Darnell-Simon J. Smith","DreamWorks Animation","N/A","2014-11-26","Tom McGrath-Chris Miller-Christopher Knights-Conrad Vernon-John Malkovich-Benedict Cumberbatch-Ken Jeong-Annet Mahendru-Peter Stormare-Andy Richter-Danny Jacobs-Werner Herzog-Sean Charmatz-Billy Eichner-Stephen Kearin-Ava Acres-Kelly Cooney-Susan Fitzer-Chris Sanders-Emily Nordwind-Mike Mitchell-Hope Levy-Walt Dohrn-Jim Pirri-Elizabeth Pan-Jeff Fischer-Stephen Apostolina-Al Rodrigo-Steve Alterman-Carter Hastings-Cullen McCarthy-Nicholas Guest-Adriano Aragon-Lynnanne Zager-Angie Wu",N/A,"7.3","N/A","Animation-Family-Adventure-Comedy-Science Fiction","ch/8"
2021-00-23 20:04:43,"8","United States of America","Peter Pan","It will live in your heart forever!","Ted Sears-J.M. Barrie-Bill Peet-Winston Hibler-Erdman Penner","1953",1:17:46,"N/A","An adaptation of J. M. Barrie s story about a boy who never grew up. The three children of the Darling family receive a visit from Peter Pan, who takes them to Never Land, where an ongoing war between Peter s gang of rag-tag runaways and the evil Pirate Captain Hook is taking place.","Hamilton Luske-Wilfred Jackson-Clyde Geronimi","RKO Radio Pictures","N/A","1953-02-05","Bobby Driscoll-Kathryn Beaumont-Hans Conried-Bill Thompson-Heather Angel-Paul Collins-Tommy Luske-Candy Candido-Tom Conway-June Foray-Margaret Kerry-Jeffrey Silver",N/A,"7.8","N/A","Animation-Musical-Adventure-Fantasy-Family","G"
2021-00-23 20:04:50,"3.8","Australia-Canada-United States of America","Peter Pan 2: Return to Never Land","The Classic Continues","Temple Mathews","2002",1:13:32,"N/A","In London during World War II, this is the story of Wendy s daughter, Jane, who is kidnapped by Captain Hook and Peter Pan must come to the rescue.","Robin Budd-Donovan Cook","Disney Television Animation","N/A","2002-02-15","Harriet Owen-Blayne Weaver-Jeff Bennett-Kath Soucie-Corey Burton-Andrew McDonough-Roger Rees-Spencer Breslin-Bradley Pierce-Quinn Beswick-Aaron Spann-Frank Welker",N/A,"4.6","N/A","Adventure-Fantasy-Animation-Family","ch/7"
2021-00-23 20:06:30,"7.3","United States of America","Pinocchio","When you wish upon a star, your dreams come true.","Bill Peet","1940",1:28:44,"N/A","Inventor Gepetto creates a wooden marionette called Pinocchio. His wish for Pinocchio to be a real boy is unexpectedly granted by a fairy. The fairy assigns Jiminy Cricket to act as Pinocchio s  conscience  and keep him out of trouble. Jiminy is not too successful in this endeavor and most of the film is spent with Pinocchio deep in trouble.","Ben Sharpsteen-Hamilton Luske","Walt Disney Productions","N/A","1940-02-23","Dickie Jones-Cliff Edwards-Christian Rub-Evelyn Venable-Walter Catlett-Mel Blanc-Charles Judels-Frankie Darro-Don Brodie-Stuart Buchanan-Marion Darlington-John McLeish-Patricia Page-Thurl Ravenscroft",N/A,"10","N/A","Animation-Family-Comedy-Fantasy-Musical","G"
2021-00-23 23:35:26,"6","United Kingdom-United States of America","The Pirates! Band of Misfits","It s a plunderful life","Gideon Defoe","2012",1:28:05,"N/A","Pirate Captain sets out on a mission to defeat his rivals Black Bellamy and Cutlass Liz for the Pirate of the year Award. The quest takes Captain and his crew from the shores of Blood Island to the foggy streets of Victorian London.","Peter Lord","Sony Pictures Animation","Pirates! Band of Misfits","2012-03-28","Hugh Grant-Martin Freeman-Imelda Staunton-David Tennant-Jeremy Piven-Salma Hayek-Lenny Henry-Brian Blessed-Russell Tovey-Anton Yelchin-Brendan Gleeson-Ashley Jensen-Al Roker-Ben Whitehead-David Schneider-Mike Cooper-Tom Doggart-Sophie Jerrold-Sophie Laughton-Peter Lord-Kayvan Novak-David Schaal-Mitchell Mullen",N/A,"8.6","N/A","Comedy-Family-Adventure-Animation","ch/7"
2021-00-23 20:06:52,"6.4","United States of America","Pocahontas","An American legend comes to life.","Susannah Grant-Philip LaZebnik-Carl Binder","1995",1:21:09,"N/A","An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.","Mike Gabriel-Eric Goldberg","Walt Disney Animation Studios","N/A","1995-06-23","Irene Bedard-Mel Gibson-David Ogden Stiers-John Kassir-Christian Bale-Judy Kuhn-Billy Connolly-Frank Welker-Russell Means-Linda Hunt-Danny Mann-Joe Baker-Michelle St. John-James Apaumut Fall-Gordon Tootoosis-Jim Cummings-Charlie Adler-Debi Derryberry-Phil Proctor",N/A,"5.5","N/A","Family-Adventure-Animation-Drama-Musical-Romance","G"
2021-00-23 23:35:49,"6.3","United States of America","The Polar Express","This holiday season... believe.","Robert Zemeckis-William Broyles Jr.-Chris van Allsburg-Enfys Dickinson-Maureen Beatty","2004",1:40:57,"N/A","This is the story of a young hero boy on Christmas Eve who boards on a powerful magical train that s headed to the North Pole and Santa Claus s home. What unfolds is an adventure which follows a doubting boy, who takes an extraordinary train ride to the North Pole; during this ride, he embarks on a journey of self-discovery which shows him that the wonder of life never fades for those who believe.","Robert Zemeckis","Golden Mean","Polar Express","2004-11-10","Tom Hanks-Leslie Zemeckis-Eddie Deezen-Nona Gaye-Peter Scolari-Michael Jeter-Josh Hutcherson-Daryl Sabara-Jimmy Bennett-Brendan King-Andy Pellick-Josh Eli-Mark Mendonca-Rolandas Hendricks-Mark Goodman-Jon Scott-Gregory Gast-Sean Scott-Gordon Hart-Chris Coppola-Julene Renee-Charles Fleischer-Steven Tyler-Phil Fondacaro-Debbie Lee Carrington-Mark Povinelli-Ed Gale-Dante Pastula-André Sogliuzzo-Isabella Peregrina-Eric Newton-Aidan O Shea-Aaron Hendry-Kevin C. Carr-Bee Jay Joyer-Jena Carpenter-Karine Mauffrey-Elisabeth P. Carpenter-Bill Forchion-Devin Henderson-Sagiv Ben-Binyamin-Ashly Holloway-Jimmy  Jax  Pinchak-Chantel Valdivieso-Hayden McFarland-Connor Matheus-Evan Sabara-Jack Angel-Rodger Bumpass-Dylan Cash-Cody Klop-Patrick Stogner",N/A,"5.6","N/A","Family-Animation-Adventure-Fantasy-Musical-Comedy","ch/7"
2021-00-23 20:08:08,"6.7","United States of America","Puss in Boots","Live for danger. Fight for justice. Pray for mercy.","Jon Zack-David H. Steinberg","2011",1:30:15,"N/A","An outlaw cat, his childhood egg-friend and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor and regain the trust of his mother and town.","Chris Miller","DreamWorks Animation","N/A","2011-10-28","Antonio Banderas-Salma Hayek-Zach Galifianakis-Billy Bob Thornton-Amy Sedaris-Constance Marie-Mike Mitchell-Guillermo del Toro-Conrad Vernon-Chris Miller-Rich Dietl-Ryan Crego-Tom Wheeler-Tom McGrath-Bob Joles-Latifa Ouaou-Bob Persichetti-Jessica Schulte-Nina Barry-Sergio Bruna-Rebecca Davis-Roberto Donati-Jossara Jinaro-Lara Jill Miller-Joshua Rush-Julie Wittner",N/A,"8.6","N/A","Comedy-Fantasy-Family-Animation-Adventure-Action","ch/7"
2021-00-23 20:08:56,"6.5","United States of America","Ralph Breaks the Internet","Who Broke the Internet?","Phil Johnston-Pamela Ribon","2018",1:53:26,"1","Taking place six years after saving the arcade from Turbo s vengeance, the Sugar Rush arcade cabinet has broken, forcing Ralph and Vanellope to travel to the Internet via the newly-installed Wi-Fi router in Litwak s Arcade to retrieve the piece capable of saving the game.","Rich Moore-Phil Johnston","Walt Disney Pictures","N/A","2018-11-21","John C. Reilly-Sarah Silverman-Gal Gadot-Taraji P. Henson-Jack McBrayer-Jane Lynch-Alan Tudyk-Alfred Molina-Ed O Neill-Melissa Villaseñor-Bill Hader-John DiMaggio-Irene Bedard-Kristen Bell-Auli i Cravalho-Jodi Benson-Jennifer Hale-Kate Higgins-Linda Larkin-Kelly Macdonald-Idina Menzel-Mandy Moore-Paige O Hara-Pamela Ribon-Anika Noni Rose-Ming-Na Wen-Roger Craig Smith-Maurice LaMarche-Brad Garrett-Anthony Daniels-Tim Allen-Vin Diesel-Sean Giambrone-Jaboukie Young-White-Flula Borg-Ali Wong-Timothy Simons-Glozell Green-Hamish Blake-Rich Moore-Phil Johnston-Colleen Ballinger-Dani Fernandez-Tiffany Herrera-Horatio Sanz-Rebecca Wisocky-Sam Richardson-Katie Lowes-Alex Moffat-June Squibb-Della Saba-Michaela Zee-Jamie Elman-Ana Ortiz-Dianna Agron-Jason Mantzoukas-Raymond S. Persi-Fuschia!-Corey Burton-Jason Hightower-Brian Curless-Ann Barry Colgin-Viveca Paulin-Michael Giacchino-Kevin Deters-Jeremy Milton-Jesse Averna-Nicole Scherzinger-Brittany Kikuchi-Olivier Bénard-Ben McKee-Daniel  Z  Platzman-Dan Reynolds-Wayne Sermon-Mark Rhino Smith-Kent Boyd-Rachel Crow-Jenica Bergere-John Lavelle-Josie Trinidad-Ruth Strother-Elise Aliberti-Maddix Robinson-Bradford Simonsen-Fabienne Rawley-DanTDM",N/A,"8.8","N/A","Animation-Family-Comedy-Science Fiction-Fantasy-Adventure","ch/6"
2021-00-23 20:10:58,"6.9","United States of America","Rango","Heroes come in all different colors.","John Logan","2011",1:52:50,"1","Rango is a pet chameleon always on the lookout for action and adventure, except the fake kind, where he directs it and acts in it. After a car accident, he winds up in an old western town called Dirt. What this town needs the most is water, but they also need a hero and a sheriff. The thirsty Rango instantly takes on the role of both and selfishly agrees to take on the case of their missing water.","Gore Verbinski","Paramount","N/A","2011-03-04","Johnny Depp-Isla Fisher-Ned Beatty-Bill Nighy-Alfred Molina-Abigail Breslin-Claudia Black-Timothy Olyphant-Ray Winstone-Stephen Root-Harry Dean Stanton-Ian Abercrombie-Gil Birmingham-James Ward Byrkit-Blake Clark-Keith Campbell-Beth Grant-John Cothran, Jr.-Patrika Darbo-George DelHoyo-Maile Flanagan-Charles Fleischer-Ryan Hurst-Vincent Kartheiser-Hemky Madera-Alex Manugian-Mark  Crash  McCreery-Joe Nunez-Christopher L. Parson-Lew Temple-Alanna Ubach-Gore Verbinski-Kym Whitley",N/A,"8.8","N/A","Adventure-Western-Family-Comedy-Animation-Crime-Drama","ch/7"
2021-00-23 20:13:47,"8.7","United States of America","Ratatouille","He s dying to become a chef.","Bob Peterson-Jan Pinkava-Brad Bird-Jim Capobianco-Kathy Greenberg","2007",1:51:06,"1","Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart s delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris  finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.","Brad Bird","Pixar","N/A","2007-06-29","Patton Oswalt-Ian Holm-Lou Romano-Brian Dennehy-Peter Sohn-Peter O Toole-Brad Garrett-Janeane Garofalo-Will Arnett-Julius Callahan-James Remar-John Ratzenberger-Teddy Newton-Tony Fucile-Jake Steinfeld-Brad Bird-Stéphane Roux-Andrea Boerries-Marco Boerries-Lindsey Collins-Thomas Keller-Brad Lewis-Lori Richardson-Jack Bird-Jamie Oliver-Bill Farmer-Michael Giacchino",N/A,"9.6","N/A","Animation-Comedy-Family-Fantasy-Adventure","ch/0"
2021-02-28 15:17:23,"7.4","United States of America","Raya and the Last Dragon","A quest to save her world.","Don Hall-Kiel Murray-Adele Lim-Paul Briggs-Dean Wellins","2021",1:47:29,"N/A","Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. However, when sinister monsters known as the Druun threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, those same monsters have returned, and it s up to a lone warrior to track down the last dragon and stop the Druun for good.","Don Hall-Carlos López Estrada","Walt Disney Pictures","N/A","2021-03-05","Kelly Marie Tran-Awkwafina-Izaac Wang-Gemma Chan-Daniel Dae Kim-Benedict Wong-Jona Xiao-Sandra Oh-Thalia Tran-Lucille Soong-Alan Tudyk-Dichen Lachman-Patti Harrison-Sung Kang-Ross Butler-François Chau-Paul Yen",N/A,"N/A","N/A","Fantasy-Family-Comedy-Action-Adventure-Animation","ch/6"
2021-00-23 23:36:08,"4","United States of America","The Return of Jafar","The Aladdin adventure continues...","Bill Motz-Bob Roth-Dev Ross-Jan Strnad-Brian Swenlin-Kevin D. Campbell-Steve Roberts-Mirith J.S. Colao","1994",1:09:15,"N/A","The evil Jafar escapes from the magic lamp as an all-powerful genie, ready to plot his revenge against Aladdin. From battling elusive villains atop winged horses, to dodging flames inside an exploding lava pit, it s up to Aladdin - with Princess Jasmine and the outrageously funny Genie by his side - to save the kingdom once and for all.","Alan Zaslove-Tad Stones-Toby Shelton","Disney Television Animation","Return of Jafar","1994-05-20","Scott Weinger-Linda Larkin-Jonathan Freeman-Gilbert Gottfried-Dan Castellaneta-Frank Welker-Val Bettin-Jason Alexander-B. J. Ward-Jim Cummings-Liz Callaway-Maurice LaMarche-Brad Kane-Jeff Bennett",N/A,"3.3","N/A","Adventure-Animation-Romance-Family-Comedy-Fantasy-Musical","G"
2021-00-23 20:14:10,"8.1","United States of America","Robin Hood","Meet Robin Hood and his MERRY MENagerie!","Larry Clemmons-Ken Anderson","1973",1:23:02,"N/A","An imaginative Disney version of the Robin Hood legend. Fun and romance abound as the swashbuckling hero of Sherwood Forest and his valiant sidekick plot one daring adventure after another to outwit the greedy Prince John (Sir Peter Ustinov) and his partner as they put the tax squeeze on the poor.","Wolfgang Reitherman","Walt Disney Pictures","N/A","1973-11-08","Brian Bedford-Phil Harris-Andy Devine-Monica Evans-Peter Ustinov-Terry-Thomas-Pat Buttram-Carole Shelley-Roger Miller-Ken Curtis-George Lindsey-Barbara Luddy-Billy Whitaker-John Fiedler-Candy Candido-Dana Laurita-J. Pat O Malley-Richie Sanders-Dori Whitaker",N/A,"5.4","N/A","Animation-Family-Comedy-Romance-Adventure-Musical","G"
2021-00-23 23:36:35,"6.4","United States of America","School of Rock","He just landed the gig of his life: 5th grade.","Mike White","2003",1:49:16,"N/A","Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fifth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock  n  roll. The school s hard-nosed principal is rightly suspicious of Finn s activities. But Finn s roommate remains in the dark about what he s doing.","Richard Linklater","Paramount","N/A","2003-10-03","Jack Black-Joan Cusack-Mike White-Sarah Silverman-Lee Wilkof-Kate McGregor-Stewart-Adam Pascal-Suzzanne Douglas-Miranda Cosgrove-Kevin Clark-Joey Gaydos Jr.-Robert Tsai-Aleisha Allen-Brian Falduto-Caitlin Hale-Maryam Hassan-Chris Stack-Jordan-Claire Green-Rivkah Reyes-Lucas Babin-Veronica Afflerbach-Angelo Massagli-Cole Hawkins-James Hosey-Zachary Infante-Jaclyn Neidenthal-Eron Otcasek-Carlos Velazquez-Kimberly Grigsby-Wally Dunn-Tim Hopper-Michael Dominguez-Rudolph-Crash Cortez-Nicky Katt-John Highsmith-Heather Goldenhersh-Timothy  Speed  Levitch-Scott Graham-Sharon Washington-Kim Brockington-Marty Murphy-Kathleen McNenny-Joanna Adler-Robert Lin-Barry Shurchin-MacIntyre Dixon-Amy Sedaris-Mary Fortune-Mandy Siegfried-Elisa Pugliese-Carlos J. Da Silva-Ian O Malley-Chris Line-Kyle Meaney-Frank Whaley-Lauren Adler-Kelly Anne Burns-Leanne Cabrera-Catherine A. Callahan-Lucas Papaelias-Cedric Cannon-Mike Clemente-Anivile Daniel-Jane DeNoble-Caileigh Scott-Karen Nazarov-Riley G. Matthews Jr.-Jada Montemarano-Mateo Moreno-Lian Moy-Ryan O Connor-Scott Ross-Johnny Sullivan-Jamie Vergan-Joe Wachowski",N/A,"9.2","N/A","Comedy-Family-Music","ch/10"
2021-00-23 20:17:10,"5.4","United States of America","Scoob!","Mystery loves company.","Eyal Podell-Adam Sztykiel-Matt Lieberman-Derek Elliott-Ken Spears","2020",1:34:47,"N/A","Scooby and the gang face their most challenging mystery ever: a plot to unleash the ghost dog Cerberus upon the world. As they race to stop this dogpocalypse, the gang discovers that Scooby has an epic destiny greater than anyone imagined.","Tony Cervone","Warner Animation Group","N/A","2020-05-15","Will Forte-Mark Wahlberg-Jason Isaacs-Gina Rodriguez-Zac Efron-Amanda Seyfried-Kiersey Clemons-Ken Jeong-Tracy Morgan-Frank Welker-Iain Armitage-Mckenna Grace-Pierce Gagnon-Ariana Greenblatt-Simon Cowell-Christina Hendricks-Henry Winkler-Harry Perry-John DiMaggio-Kevin Heffernan-Ira Glass-Henry Kaufman-Maya Erskine-Billy West-Don Messick-Fred Tatasciore-Justina Machado-Kennedy Peil-John McDaniel-Ryan Folsey-Pam Coats-Tony Cervone-Adam Sztykiel-Alex Kauffman-Vanara Taing-Sarah Lancia-Maven Morgan-Eric Cowell-Michael Kurinsky",N/A,"4.8","N/A","Family-Animation-Comedy-Adventure-Fantasy-Science Fiction-Mystery","ch/6"
2021-00-23 20:19:02,"9","United States of America","Shrek","The greatest fairy tale never told.","Ted Elliott-Terry Rossio-Roger S.H. Schulman-Joe Stillman","2001",1:30:08,"1","It ain t easy bein  green -- especially if you re a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.","Andrew Adamson-Vicky Jenson","DreamWorks Animation","N/A","2001-05-18","Mike Myers-Eddie Murphy-Cameron Diaz-John Lithgow-Vincent Cassel-Peter Dennis-Clive Pearse-Jim Cummings-Bobby Block-Chris Miller-Cody Cameron-Kathleen Freeman-Michael Galasso-Christopher Knights-Simon J. Smith-Conrad Vernon-Jacquie Barnbrook-Guillaume Aretos-John Bisom-Matthew Gonder-Calvin Remsberg-Jean-Paul Vignon-Val Bettin-Andrew Adamson-Jack Angel-Bob Bergen-Rodger Bumpass-Patty Cornell-Aleksandar Cvjetkovic-Charles Dennis-Paul Eiding-Mehmet Ali Erbil-Bill Farmer-Susan Fitzer-Elisa Gabrielli-Gary A. Hecker-Richard Steven Horvitz-Phillip Ingram-Carole Jeghers-Mickie McGowan-Phil Proctor-Frank Welker-Patrick Pinney",N/A,"8.8","N/A","Adventure-Animation-Comedy-Family-Fantasy-Children-Romance","ch/7"
2021-00-23 20:21:29,"6.9","United States of America","Shrek 2","Once upon another time...","Andrew Adamson-William Steig-Joe Stillman-J. David Stem-David N. Weiss","2004",1:32:23,"1","Shrek and Fiona travel to the Kingdom of Far Far Away, where Fiona s parents are King and Queen, to celebrate their marriage. When they arrive, they find they are not as welcome as they thought they would be.","Andrew Adamson-Kelly Asbury-Conrad Vernon","DreamWorks Pictures","N/A","2004-05-19","Mike Myers-Eddie Murphy-Cameron Diaz-Julie Andrews-Antonio Banderas-John Cleese-Rupert Everett-Jennifer Saunders-Aron Warner-Kelly Asbury-Cody Cameron-Conrad Vernon-Christopher Knights-David P. Smith-Mark Moseley-Kelly Cooney-Wendy Bilanski-Larry King-Guillaume Aretos-Chris Miller-Latifa Ouaou-Alina Phelan-Erika Thomas-Joan Rivers-Andrew Adamson",N/A,"8.9","N/A","Adventure-Animation-Comedy-Family-Fantasy-Romance","ch/7"
2021-00-23 20:21:31,"5.4","United States of America","Shrek Forever After","It ain t Ogre... Til it s Ogre","Josh Klausner-Darren Lemke-Alejandro Bien-Willner-Matt Shire","2010",1:33:11,"1","A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he s duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.","Mike Mitchell","DreamWorks Animation","N/A","2010-05-21","Mike Myers-Eddie Murphy-Cameron Diaz-Antonio Banderas-Julie Andrews-Jon Hamm-John Cleese-Walt Dohrn-Jane Lynch-Craig Robinson-Lake Bell-Kathy Griffin-Mary Kay Place-Kristen Schaal-Meredith Vieira-Ryan Seacrest-Cody Cameron-Larry King-Regis Philbin-Christopher Knights-Conrad Vernon-Aron Warner-Jasper Johannes Andrews-Ollie Mitchell-Miles Bakshi-Nina Zoe Bakshi-Billie Hayes-Jeremy Hollingworth-Brian Hopkins-Chris Miller-Mike Mitchell-James Ryan-Ashley Boettcher-Danielle Soibelman-Frank Welker",N/A,"5.8","N/A","Family-Comedy-Adventure-Fantasy-Animation-Romance","ch/0"
2021-00-23 21:50:35,"5.2","United States of America","Shrek the Third","He’s in for the Royal Treatment.","Ted Elliott-Terry Rossio-Andrew Adamson-William Steig-Roger S.H. Schulman","2007",1:33:48,"1","Reluctantly designated as the heir to the land of Far, Far Away, Shrek hatches a plan to install the rebellious Artie as the new king while Princess Fiona tries to fend off a coup d état by the jilted Prince Charming.","Chris Miller","DreamWorks Animation","N/A","2007-05-18","Mike Myers-Eddie Murphy-Cameron Diaz-Antonio Banderas-Julie Andrews-John Cleese-Rupert Everett-Eric Idle-Justin Timberlake-Susanne Blakeslee-Cody Cameron-Larry King-Christopher Knights-John Krasinski-Ian McShane-Cheri Oteri-Regis Philbin-Amy Poehler-Seth Rogen-Maya Rudolph-Amy Sedaris-Conrad Vernon-Aron Warner-Jasper Johannes Andrews-Guillaume Aretos-Kelly Asbury-Zachary James Bernard-Andrew Birch-Sean Bishop-Kelly Cooney-Walt Dohrn-Dante James Hauser-Jordan Alexander Hauser-Tom Kane-Tom McGrath-Chris Miller-Latifa Ouaou-Alina Phelan-David P. Smith-Mark Valley-Kari Wahlgren",N/A,"4.2","N/A","Fantasy-Adventure-Animation-Comedy-Family-Romance","ch/7"
2021-00-23 23:37:14,"7.7","United States of America","The Simpsons Movie","See our family. And feel better about yours.","Matt Groening-James L. Brooks-Sam Simon-Jon Vitti-David Mirkin","2007",1:27:45,"1","After Homer pollutes the town s water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.","David Silverman","AKOM Production Company","Simpsons Movie","2007-07-27","Dan Castellaneta-Julie Kavner-Nancy Cartwright-Yeardley Smith-Hank Azaria-Harry Shearer-Pamela Hayden-Tress MacNeille-Albert Brooks-Marcia Wallace-Joe Mantegna-Tom Hanks-Billie Joe Armstrong-Mike Dirnt-Tre Cool-Russi Taylor-Karl Wiedergott-Maggie Roswell-Philip Rosenthal",N/A,"8.7","N/A","Animation-Comedy-Family-Adventure","ch/7"
2021-00-23 21:52:39,"5.6","United States of America","Sinbad: Legend of the Seven Seas","N/A","John Logan","2003",1:26:43,"1","The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.","Tim Johnson-Patrick Gilmore","DreamWorks Animation","N/A","2003-07-02","Brad Pitt-Catherine Zeta-Jones-Michelle Pfeiffer-Joseph Fiennes-Dennis Haysbert-Timothy West-Adriano Giannini-Raman Hui-Chung Chan-Jim Cummings-Conrad Vernon-Andrew Birch-Chris Miller-Frank Welker",N/A,"4.5","N/A","Family-Animation-Fantasy-Comedy-Adventure-Action","ch/7"
2021-00-23 21:53:33,"8","United States of America","Sleeping Beauty","Awaken to a World of Wonders!","Ted Sears-Charles Perrault-Bill Peet-Winston Hibler-Erdman Penner","1959",1:15:10,"N/A","A beautiful princess born in a faraway kingdom is destined by a terrible curse to prick her finger on the spindle of a spinning wheel and fall into a deep sleep that can only be awakened by true love s first kiss. Determined to protect her, her parents ask three fairies to raise her in hiding. But the evil Maleficent is just as determined to seal the princess s fate.","Clyde Geronimi","Walt Disney Pictures","N/A","1959-12-25","Mary Costa-Bill Shirley-Eleanor Audley-Verna Felton-Barbara Luddy-Barbara Jo Allen-Taylor Holmes-Bill Thompson-Marvin Miller",N/A,"8.9","N/A","Musical-Romance-Animation-Fantasy-Family","G"
2021-00-23 21:53:36,"7.8","United States of America","Snow White and the Seven Dwarfs","The Happiest, Dopiest, Grumpiest, Sneeziest movie of the year.","Jacob Grimm-Wilhelm Grimm-Ted Sears-Richard Creedon-Otto Englander","1937",1:23:11,"N/A","A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as  the fairest in the land,  and Snow White s beauty surpasses her own.","David Hand","Walt Disney Productions","N/A","1937-12-21","Adriana Caselotti-Lucille La Verne-Harry Stockwell-Roy Atwell-Pinto Colvig-Otis Harlan-Scotty Mattraw-Billy Gilbert-Eddie Collins-Moroni Olsen-Stuart Buchanan-Marion Darlington-Purv Pullen",N/A,"9.8","N/A","Musical-Romance-Family-Animation-Fantasy","G"
